0.43956,0.263736,0,0.615385,-0.012305,-0.017579,-0.969072,-0.783505,0.0299713,0.169625,0.00361356
0.087912,0.175824,0,0,-0.00879,0.017579,-0.860104,-2.45078,0.120325,0.247577,-0.0716529
0.087912,0,0,0,0,0,-0.459184,0.540816,0.248334,0.248334,0.00853811
0.087912,0,-0.351648,1.05495,0.778723,0.017579,-0.661202,-0.010929,0.224014,0.0108095,-0.00176177
0.087912,0,-0.263737,0.351648,0,0,-0.807692,0,0.155325,0,0
0.087912,0.087912,-0.527472,0.527473,-0.061524,-0.108986,-0.495,-0.035,0.249975,0.033775,0.002675
0.175825,0.087912,-0.527473,0.175824,-0.558993,0.112502,-0.103627,-0.0829016,0.0928884,0.0760289,0.00695321
0.263736,0.087912,-0.263736,0.087912,-0.174026,-0.073829,-0.128866,-0.231959,0.11226,0.178154,0.00103624
0.527472,-0.087912,-0.439561,0,-0.532626,0.059766,-0.28125,-0.505208,0.202148,0.249973,0.0349935
0.527473,0.087912,-0.351648,-0.703297,-0.469343,0.02461,-0.831461,-0.011236,0.140134,0.0111097,0.0018937
0.527473,-0.175824,-0.263736,-0.967033,-0.409577,-0.003516,-0.680628,-0.26178,0.217373,0.193251,0.0103067
0.263736,-0.087912,-0.087912,-0.351648,-0.166994,-0.038672,-0.473958,-0.510417,0.249322,0.249891,0.0549588
0.527472,-0.087912,-0.175824,-1.05495,-0.260161,0.007031,-0.0802139,0,0.0737796,0,0
0.439561,-0.175824,-0.175825,-0.703297,-0.107228,0.010547,-0.466321,-0.549223,0.248866,0.247577,0.0495852
0.351648,-0.175824,-0.087912,-0.527472,-0.087892,-0.035157,-0.209424,-0.549738,0.165566,0.247526,-0.0889504
0.175824,-0.175824,0,-0.175825,-0.001758,0.003516,-0.194595,-0.0648649,0.156728,0.0606574,0.0144047
0.175824,-0.087913,-0.087912,-0.43956,-0.014063,0.028126,-0.438503,-0.652406,0.246218,0.226772,0.0722068
0.263737,-0.175824,-0.087912,-0.087912,0,0,-0.746032,-0.10582,0.189468,0.0946222,0.0162929
0.087912,0,0.087912,-0.175824,0.001758,0.003515,-1.95722,-0.44385,0.0409506,0.246847,-0.00240213
0.087912,-0.087912,0,0,0.031641,0.056251,-2,-0.10929,0,0.0973454,0
-0.175824,0.087912,0,0.087912,0.001758,0.003515,-0.112245,0,0.099646,0,0
-0.087912,0.087912,0,0.087912,0.001758,-0.003515,-0.208092,0,0.16479,0,0
-0.087912,0.087913,0,0,0,0,-0.0903955,0,0.0822241,0,0
